city,comments,name,prices,quality_price,rating,services,stars,id,rank
Tulum,204,Hotel Ko'ox Wenne,648 # 720 # 792 # 661 # 734 # 808 # 700 # 778 # 855 # 972 # 1080 # 1188,8.7,8.4,Abierta todo el año # Horario de apertura # Para todas las edades # Toallas de playa/piscina # Piscina en la azotea # Zona poco profunda # Toallas de playa/piscina # Baño al aire libre # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Mobiliario exterior # Terraza # Nevera # Escritorio # TV de pantalla plana # TV # Servicio de limpieza diario # Registro de entrada / salida privado # Registro de entrada y salida exprés # Recepción 24 horas # Proporciona factura # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Seguridad 24 horas # Caja fuerte # Aire acondicionado # Mosquitera # Entrada privada # Acceso a pisos superiores solo mediante escaleras # Inglés # Español,0,393,23
Tulum,12,Hotel MX tulum,504 # 428 # 648 # 768 # 888 # 583 # 1285 # 1092,8.8,8.7,Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Vistas # Terraza / solárium # Balcón # Terraza # TV de pantalla plana # Parking adaptado para personas de movilidad reducida # Servicio de limpieza diario # Servicio de conserjería # Guardaequipaje # Información turística # Centro de negocios # Recepción 24 horas # Proporciona factura # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Seguridad 24 horas # Aire acondicionado # Ascensor # Habitaciones sin humo # Español,4,394,24
Tulum,37,Zamna Tulúm,1583 # 2430,8.4,8.2,Abierta todo el año # Toallas de playa/piscina # Papel higiénico # Toallas # Baño privado # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Vistas a un lugar de interés # Vistas al jardín # Muebles de exterior # Terraza / solárium # Patio # Balcón # Terraza # Jardín # Nevera # Enchufe cerca de la cama # Sofá cama # Perchero # Piragüismo # Sofá # Zona de estar # Parking vigilado # Servicio de limpieza diario # Servicio de conserjería # Guardaequipaje # Información turística # Extintores # Seguridad 24 horas # Caja fuerte # Zona de fumadores # Aire acondicionado # Prohibido fumar en todo el alojamiento # Mosquitera # Entrada privada # Habitaciones sin humo # Inglés # Español # Italiano,0,395,25
Tulum,224,Posada Malix Pek,675 # 1350 # 900 # 1800 # 1080 # 1170 # 1125 # 2250 # 1350,8.8,8.5,Masajes # Papel higiénico # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Ducha # Armario # Vistas al jardín # Patio # Balcón # Terraza # Jardín # Snorkel # Equitación # Submarinismo # Ciclismo # Senderismo # Zona de estar # TV de pantalla plana # Guardaequipaje # Información turística # Registro de entrada y salida exprés # Recepción 24 horas # Servicio de limpieza en seco # Fax / fotocopiadora # Extintores # Cámaras de seguridad fuera del alojamiento # Zona TV / salón de uso compartido # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Mosquitera # Servicio de despertador # Suelo de baldosa / mármol # Ventilador # Habitaciones familiares # Habitaciones sin humo # Inglés # Español # Italiano,2,396,26
Tulum,394,Aldea Tzunun,686 # 762 # 767 # 852 # 394 # 394 # 484,7.4,6.9,Abierta todo el año # Solo para adultos # Piscina climatizada # Toallas / sábanas (por un suplemento) # Aseo compartido # Baño compartido # Vistas a la piscina # Mobiliario exterior # Zona de comedor exterior # Muebles de exterior # Terraza / solárium # Patio # Terraza # Jardín # Cocina compartida # Mesa de comedor # Utensilios de cocina # Cocina # Microondas # Nevera # Enchufe cerca de la cama # Aeróbic # Happy hourDe pago # Tours en biciDe pago # Clases de fitness # Baño público # Discoteca / DJ # Personal de animación # SnorkelFuera del alojamientoDe pago # Karaoke # Zona de comedor # Bar # Tetera / cafetera # Servicio de limpieza diario # Registro de entrada / salida privado # Información turística # Servicio de lavanderíaDe pago # Proporciona factura # Juegos de mesa / puzles # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Seguridad 24 horas # Solo para adultos # Zona de fumadores # Aire acondicionado # Habitaciones hipoalergénicas # Habitaciones sin humo # Inglés # Español,0,397,27
Tulum,2.926,Mayan Monkey Hotel & Hostel Tulum,2336 # 2459 # 3089 # 3252 # 3284 # 3456 # 3478 # 3661 # 289 # 305 # 330 # 347 # 396 # 417,8.6,8.5,Abierta todo el año # Horario de apertura # Solo para adultos # Tumbonas/sillas de playa # Bar en la piscina # Clases de yoga # Tumbonas/sillas de playa # Baño público # Papel higiénico # Toallas # Baño privado # WC # Ducha # Ropa de cama # Mobiliario exterior # Terraza / solárium # Terraza # Jardín # Cocina compartida # Enchufe cerca de la cama # Eventos deportivos en directo (emisión) # Música / espectáculos en directo # Happy hourDe pago # Entretenimiento nocturno # Discoteca / DJ # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # Cafetería en el alojamiento # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Bar # Restaurante # Parking en la calle # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Taquillas # Cajero automático en el hotel # GuardaequipajeDe pago # Información turística # Recepción 24 horas # Juegos de mesa / puzles # Servicio de limpieza diario # Centro de negocios # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Tarjeta de acceso # Seguridad 24 horas # Solo para adultos # Traslado aeropuerto (de pago) # Zona de fumadores # Aire acondicionado # Habitaciones sin humo # Inglés # Español,3,398,28
Tulum,34,Majaro Hotel Tulum,2960 # 3289 # 3158 # 3509 # 4389 # 3950 # 4247 # 4719 # 5489 # 4940 # 5893 # 5819 # 5237 # 6223,9.2,9.0,Abierta todo el año # Horario de apertura # Para todas las edades # Toallas de playa/piscina # Sombrillas # Masaje corporal completo # Masaje de manos # Masaje de cabeza # Masaje en pareja # Masaje de pies # Masaje de cuello # Masaje de espalda # Instalaciones de spa # Toallas de playa/piscina # Masajes # Spa y centro de bienestarDe pago # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Armario # Zona de pícnic # Mobiliario exterior # Terraza / solárium # Terraza # Enchufe cerca de la cama # Perchero # TV de pantalla plana # TV # FrutaDe pago # Buffet para niños # Menú para niñosDe pago # Menús para dietas especiales (bajo petición) # Bar # Restaurante # Parking en la calle # Servicio de limpieza diario # Proporciona factura # Extintores # Detectores de humo # Seguridad 24 horas # Caja fuerte # Aire acondicionado # Prohibido fumar en todo el alojamiento # Ventilador # Habitaciones familiares # Habitaciones sin humo # Inglés # Español,4,399,29
Tulum,394,Hotel Boutique TerraNova,2413 # 2811 # 3217 # 3747,9.4,9.4,Abierta todo el año # Toallas de playa/piscina # Clases de yoga # Masaje corporal completo # Masaje de manos # Masaje de cabeza # Masaje en pareja # Masaje de pies # Masaje de cuello # Masaje de espalda # Paquetes de spa / bienestar # Zona de spa / relajación # Envoltura corporal # Exfoliación corporal # Tratamientos corporales # Peinado # Tinte # Corte de pelo # Pedicura # Manicura # Tratamientos capilares # Servicios de maquillaje # Tratamientos faciales # Servicios de belleza # Toallas de playa/piscina # Baño al aire libre # Masajes # Spa y centro de bienestar # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Aseo adicional # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Vistas a la piscina # Vistas al jardín # Mobiliario exterior # Muebles de exterior # Patio # Balcón # Terraza # Jardín # Mesa de comedor # Nevera # Enchufe cerca de la cama # Perchero # Música / espectáculos en directoFuera del alojamientoDe pago # Clases de cocinaFuera del alojamientoDe pago # Happy hourDe pago # Cenas temáticasDe pago # Tours en biciDe pago # Tours a pieDe pago # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # CiclismoFuera del alojamiento # PiragüismoFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # Zona de comedor # Escritorio # Cafetería en el alojamiento # FrutaDe pago # Vino / champán # Snack-bar # Bar # Restaurante # Parking adaptado para personas de movilidad reducida # Parking en la calle # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Registro de entrada / salida privado # Servicio de conserjería # Información turística # Cambio de moneda # Registro de entrada y salida exprés # Servicio de limpieza diario # Fax / fotocopiadora # Supermercado pequeño en el alojamiento # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Aire acondicionado # Mosquitera # Servicio de despertador # Entrada privada # Peluquería / salón de belleza # Equipo de planchado # Habitaciones sin humo # Plancha para ropa # Caja fuerte # Toda la unidad en la planta baja # Inglés # Español # Francés # Guyaratí # Hindi # Húngaro # Italiano,0,400,30
Tulum,247,Kai Tulum,6052 # 6423 # 6793 # 7040 # 7349 # 7658 # 7040 # 8152 # 8399 # 7411,7.4,8.3,Zona de spa / relajación # Servicios de belleza # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Baño público # MasajesDe pago # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Armario # Mobiliario exterior # Situado frente a la playa # Muebles de exterior # Terraza / solárium # BarbacoaDe pago # Terraza # Jardín # Productos de limpieza # Enchufe cerca de la cama # Perchero # Música / espectáculos en directo # Cenas temáticas # Tours en biciDe pago # Playa # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # PiragüismoFuera del alojamientoDe pago # WindsurfFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # Cafetería en el alojamiento # FrutaDe pago # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Desayuno en la habitación # Bar # Restaurante # Parking adaptado para personas de movilidad reducida # Parking en un garaje # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Registro de entrada / salida privado # Servicio de conserjería # Guardaequipaje # Recepción 24 horas # Juegos de mesa / puzles # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Hipoalergénico # Zona de fumadores # Aire acondicionado # Mosquitera # Suelo de madera o parquet # Entrada privada # Alquiler de coches # Almuerzos para llevar # Habitaciones familiares # Habitaciones sin humo # Plancha para ropa # Servicio de habitaciones # Inglés # Español,4,401,31
Tulum,190,Lagoon Boutique Hotel - Adults Only,2104 # 2338,8.3,7.9,Abierta todo el año # Solo para adultos # Toallas de playa/piscina # Sombrillas # Piscina con vistas # Piscina en la azotea # Abierta todo el año # Solo para adultos # Toallas de playa/piscina # Sombrillas # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Tumbonas/sillas de playa # Toallas de playa/piscina # Baño público # MasajesDe pago # Spa y centro de bienestarDe pago # Solárium # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Vistas a un patio interior # Vistas a la piscina # Zona de pícnic # Mobiliario exterior # Zona de comedor exterior # Muebles de exterior # Terraza / solárium # Patio # Balcón # Terraza # Jardín # Utensilios de cocina # Cocina # Microondas # Nevera # Zona de cocina # Enchufe cerca de la cama # Tendedero # Happy hourDe pago # Cenas temáticas # Tours en biciDe pago # Tours a pieDe pago # Zona de estar # Parking adaptado para personas de movilidad reducida # Parking en la calle # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Taquillas # Registro de entrada / salida privado # Servicio de conserjería # Guardaequipaje # Información turística # Registro de entrada y salida exprés # Recepción 24 horas # Extintores # Seguridad 24 horas # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Suelo de baldosa / mármol # Alquiler de coches # Ventilador # Habitaciones familiares # Habitaciones sin humo # Plancha para ropa # Acceso a pisos superiores solo mediante escaleras # Inglés # Español,4,403,33
Tulum,543,Ikal Tulum Hotel,4638 # 5024 # 5331 # 5775 # 6395 # 6928 # 9921 # 10748 # 11415 # 12367 # 13400 # 14516 # 8630 # 9349,7.4,8.1,Abierta todo el año # Para todas las edades # Entrenador personal # Clases de yoga # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Tumbonas/sillas de playa # Baño al aire libre # MasajesDe pago # Solárium # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Albornoz # Ducha # Chimenea exterior # Zona de pícnic # Mobiliario exterior # Situado frente a la playa # Muebles de exterior # Terraza / solárium # Zona privada de playa # Terraza # Jardín # Perchero # Música / espectáculos en directo # Tour o clase sobre cultura localDe pago # Tours en biciDe pago # Playa # SnorkelFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # Zona de estar # FrutaDe pago # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Bar # Restaurante # Minibar # Parking en un garaje # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Registro de entrada / salida privado # Servicio de conserjería # Guardaequipaje # Información turística # Registro de entrada y salida exprés # Servicio de limpieza diario # Extintores # Seguridad 24 horas # Caja fuerte # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Hipoalergénico # Zona de fumadores # Aire acondicionado # Suelo de madera o parquet # Entrada privada # Alquiler de coches # Habitaciones familiares # Habitaciones sin humo # Servicio de habitaciones # Inglés # Español # Francés,0,407,37
Tulum,472,Hotel Arcoiris Tulum,717 # 807 # 807 # 1049 # 1107 # 1165 # 986,8.7,8.6,Abierta todo el año # Toallas de playa/piscina # Tumbonas/sillas de playa # Piscina con vistas # Gimnasio # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Solárium # Gimnasio # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Mobiliario exterior # Terraza / solárium # Terraza # Enchufe cerca de la cama # Tour o clase sobre cultura localDe pago # Tours en biciDe pago # Tours a pieDe pago # PescaFuera del alojamientoDe pago # TV de pantalla plana # Canales por cable # TV # Vino / champánDe pago # Snack-bar # Restaurante # Parking en la calle # Proporciona factura # Servicio de conserjería # Guardaequipaje # Información turística # Registro de entrada y salida exprés # Recepción 24 horas # Servicio de limpieza diario # Fax / fotocopiadoraDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Seguridad 24 horas # Caja fuerte # Servicio de entrega de comestibles # Servicio de traslado (de pago) # Aire acondicionado # Prohibido fumar en todo el alojamiento # Calefacción # Ventilador # Plancha para ropa # Servicio de habitaciones # Inglés # Español # Italiano,4,408,38
Tulum,86,Grand Balam Plaza,51797,8.6,9.0,Clases de yoga # Silla de masajes # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Zona de spa / relajación # Instalaciones de spa # Terapia con luz # Pedicura # Manicura # Servicios de depilación # Servicios de belleza # Toallas de playa/piscina # Baño al aire libre # Bañera de hidromasaje / jacuzzi # MasajesDe pago # Spa y centro de bienestarDe pago # Papel higiénico # Toallas # Aseo adicional # Bañera o ducha # Zapatillas # Baño privado # WC # Artículos de aseo gratis # Albornoz # Secador de pelo # Ducha # Ropa de cama # Armario # Vestidor # Camas extralargas (más de 2 metros) # Zona de pícnic # Mobiliario exterior # Zona de comedor exterior # Muebles de exterior # Terraza / solárium # Piscina privada # Balcón # Terraza # Jardín # Cocina compartida # Mesa de comedor # Productos de limpieza # Tostadora # Fogones # Horno # Secadora de ropa # Utensilios de cocina # Hervidor eléctrico # Cocina # Microondas # Nevera # Zona de cocina # Enchufe cerca de la cama # Tendedero # Perchero # Suelo de madera o parquet # Suelo de baldosa / mármol # Insonorización # Entrada privada # Suelo de moqueta # Equipo de planchado # Plancha para pantalones # Plancha para ropa # Bañera de hidromasaje # Vistas al jardín # Acceso al salón executive # Servicio de despertador # Tour o clase sobre cultura local # Noches de cine # Galerías de arte temporales # SnorkelDe pago # SubmarinismoDe pago # Zona de comedor # Sofá # Zona de estar # Escritorio # TV de pantalla plana # Servicio de entrega de comestiblesDe pago # Servicio de habitaciones # Minibar # Tetera / cafetera # Parking en la calle # Parking vigilado # Servicio de traslado (de pago) # Alquiler de coches # Traslado aeropuerto # Proporciona factura # Registro de entrada / salida privado # Servicio de conserjería # Información turística # Registro de entrada y salida exprés # Entretenimiento nocturno # Servicio de limpieza diario # Plancha para pantalones # Servicio de planchadoDe pago # Servicio de lavanderíaDe pago # Salas de reuniones / banquetes # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detector de monóxido de carbono # Acceso a pisos superiores solo mediante escaleras # Zona de fumadores # Aire acondicionado # Habitaciones sin humo # Inglés # Español,4,409,39
Tulum,566,Posada Lamar Tulum Beach Front and Pool,4172 # 4470 # 4728 # 6443 # 7040,7.8,8.2,Abierta todo el año # Toallas de playa/piscina # Tumbonas/sillas de playa # Juguetes para la piscina # Piscina con vistas # Zona poco profunda # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # MasajesDe pago # Spa y centro de bienestarDe pago # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Mobiliario exterior # Situado frente a la playa # Terraza / solárium # Zona privada de playa # Terraza # Jardín # Playa # SnorkelDe pago # WindsurfFuera del alojamientoDe pago # Desayuno en la habitación # Parking en un garaje # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de limpieza diario # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Servicio de conserjería # Guardaequipaje # Información turística # Alquiler de coches # Extintores # Detectores de humo # Seguridad 24 horas # Caja fuerte # Zona de fumadores # Aire acondicionado # Mosquitera # Entrada privada # Ventilador # Habitaciones familiares # Inglés # Español,3,410,40
Tulum,566,LiveTulum,1056 # 1819 # 2054 # 2288 # 2054 # 2288 # 2523 # 3520 # 3755 # 3990,8.8,8.7,Abierta todo el año # Toallas de playa/piscina # Tumbonas/sillas de playa # Tumbonas/sillas de playa # Toallas de playa/piscina # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Mobiliario exterior # Muebles de exterior # Terraza / solárium # Balcón # Terraza # Jardín # Hervidor eléctrico # Enchufe cerca de la cama # Perchero # Mosquitera # Entrada privada # Ventilador # Plancha para ropa # Vistas al jardín # Tetera / cafetera # Parking en la calle # Parking vigilado # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Proporciona factura # Cajero automático en el hotel # Guardaequipaje # Información turística # Recepción 24 horas # Servicio de limpieza diario # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Caja fuerte # Acceso a pisos superiores solo mediante escaleras # Independiente # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones familiares # Habitaciones sin humo # Inglés # Español,3,411,41
Tulum,293,Villas H2O,2037 # 2403 # 2770 # 2476 # 3088 # 3644 # 3785 # 4467 # 5148 # 3885 # 4584 # 5283,8.9,9.0,Abierta todo el año # Horario de apertura # Para todas las edades # Toallas de playa/piscina # Tumbonas/sillas de playa # Tumbonas/sillas de playa # Toallas de playa/piscina # Baño público # MasajesDe pago # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Vistas a la piscina # Vistas al jardín # Mobiliario exterior # Zona de comedor exterior # Muebles de exterior # Terraza # Jardín # Enchufe cerca de la cama # Perchero # Alquiler de bicicletas (de pago) # Zona de estar # Fruta # Parking adaptado para personas de movilidad reducida # Parking en la calle # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de conserjería # Guardaequipaje # Información turística # Recepción 24 horas # Libros DVD o música para niños # Canguro / servicios para niñosDe pago # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Caja fuerte # Servicio de entrega de comestiblesDe pago # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Mosquitera # Suelo de baldosa / mármol # Entrada privada # Alquiler de coches # Suelo de moqueta # Ventilador # Habitaciones familiares # Plancha para ropa # Inglés # Español,3,412,42
Tulum,489,Cielo Maya Beach Tulum,2592 # 3389 # 3446 # 4393 # 4299 # 5397 # 2592 # 3389 # 3446 # 4393 # 2880 # 3765 # 3734 # 4769 # 4587 # 5773 # 3169 # 3728 # 4142 # 4732 # 5146,8.2,8.6,Abierta todo el año # Para todas las edades # Toallas de playa/piscina # Tumbonas/sillas de playa # Cubierta para piscina # Piscina con vistas # Zona poco profunda # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Zona de spa / relajación # Tratamientos corporales # Tratamientos faciales # Servicios de belleza # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Baño público # MasajesDe pago # Spa y centro de bienestarDe pago # Papel higiénico # Toallas # Bañera o ducha # Zapatillas # Baño privado # WC # Artículos de aseo gratis # Albornoz # Secador de pelo # Ducha # Ropa de cama # Armario # Reloj despertador # Zona de pícnic # Mobiliario exterior # Situado frente a la playa # Terraza / solárium # Zona privada de playa # Terraza # Jardín # Nevera # Enchufe cerca de la cama # Happy hourDe pago # Cenas temáticasDe pago # Playa # Snorkel # Dardos # Sala de juegos # PescaDe pago # TV de pantalla plana # Canales vía satélite # TV # Cafetería en el alojamiento # FrutaDe pago # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Desayuno en la habitación # Bar # Restaurante # Minibar # Parking en la calle # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Zona TV / salón de uso compartido # Guardaequipaje # Información turística # Registro de entrada y salida exprés # Equipamiento de juegos para exterior # Zona de juegos interior # Juegos de mesa / puzles # Juegos de mesa / puzles # Servicio de limpieza diario # Servicio de planchadoDe pago # Servicio de lavanderíaDe pago # Fax / fotocopiadora # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Caja fuerte # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Mosquitera # Suelo de baldosa / mármol # Entrada privada # Alquiler de coches # Caja fuerte para ordenador portátil # Almuerzos para llevar # Ventilador # Habitaciones sin humo # Servicio de habitaciones # Acceso a pisos superiores solo mediante escaleras # Inglés # Español,4,413,43
Tulum,255,Dune Boutique Hotel located at the party zone,12275 # 13028 # 14283 # 11020,8.1,8.9,Abierta todo el año # Toallas de playa/piscina # Tumbonas/sillas de playa # Piscina infinita # Clases de yoga # Masaje corporal completo # Masaje de espalda # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Masajes # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Vestidor # Mobiliario exterior # Situado frente a la playa # Terraza / solárium # Zona privada de playa # Terraza # Jardín # Enchufe cerca de la cama # Perchero # Playa # Menús para dietas especiales (bajo petición) # Bar # Restaurante # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Taquillas # Servicio de conserjería # Guardaequipaje # Información turística # Recepción 24 horas # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Seguridad 24 horas # Caja fuerte # Solo para adultos # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Mosquitera # Entrada privada # Alquiler de coches # Almuerzos para llevar # Habitaciones sin humo # Servicio de habitaciones # Acceso a pisos superiores solo mediante escaleras # Inglés # Español # Italiano,4,414,44
Tulum,705,Crucero Tulum,610 # 610 # 581 # 645 # 681 # 762 # 991 # 1143,7.3,7.2,Papel higiénico # Toallas # Bañera o ducha # Zapatillas # Baño privado # WC # Bañera # Ducha # Ropa de cama # Zona de pícnic # Mobiliario exterior # Terraza # Jardín # Cocina compartida # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # CiclismoFuera del alojamiento # PescaFuera del alojamientoDe pago # Zona de estar # Fruta # Menús para dietas especiales (bajo petición) # Parking adaptado para personas de movilidad reducida # Parking en un garaje # Guardaequipaje # Información turística # Cambio de moneda # Registro de entrada y salida exprés # Recepción 24 horas # Servicio de limpieza diarioDe pago # Servicio de lavanderíaDe pago # Extintores # Cámaras de seguridad en las zonas comunitarias # Alarma de seguridad # Seguridad 24 horas # Supermercado pequeño en el alojamiento # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Mosquitera # Entrada privada # Habitaciones familiares # Habitaciones sin humo # Inglés # Español,3,415,45
Tulum,220,Central Park Lagunas,907 # 1006 # 1026 # 1282 # 1282 # 1538 # 1538 # 1676 # 3866,8.0,7.3,Abierta todo el año # Para todas las edades # Gimnasio # Baño público # Spa y centro de bienestarDe pago # Gimnasio # Papel higiénico # Toallas # Baño privado # WC # Secador de pelo # Ducha # Ropa de cama # Armario # Mobiliario exterior # Terraza / solárium # Balcón # Jardín # Utensilios de cocina # Cocina # Microondas # Nevera # Perchero # Entrada privada # Ventilador # Vistas a la piscina # Vistas al jardín # Vistas al lago # TV de pantalla plana # TV # Parking en la calle # Proporciona factura # Registro de entrada / salida privado # Servicio de conserjería # Servicio de limpieza diarioDe pago # Fax / fotocopiadoraDe pago # Centro de negociosDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Alarma de seguridad # Seguridad 24 horas # Detector de monóxido de carbono # Caja fuerte # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones familiares # Habitaciones sin humo # Inglés # Español,3,416,46
